"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ARHGEF39",2.35809807672516e-37,-0.036811108321593,0.11,0.119,7.50370388994714e-33
"LINC01162",2.45920426451551e-37,-0.00615890776070367,0.001,0.006,7.82543389011479e-33
"ZNF782",2.49918585999642e-37,-0.0252547829976338,0.027,0.039,7.95265932509461e-33
"NEURL1",2.63849634242335e-37,-0.0286973172416775,0.041,0.047,8.39595921122535e-33
"AJ009632.2",2.69069735280214e-37,-0.007893439307641,0.003,0.008,8.56206804635168e-33
"GNA14",2.79680840289205e-37,-0.00834291517159854,0.003,0.008,8.89972401884278e-33
"EPSTI1",2.80755581232832e-37,-0.0992759595876598,0.415,0.43,8.93392335040996e-33
"KALRN",2.81643849195473e-37,-0.0102680388655155,0.004,0.011,8.96218892524915e-33
"DHRS1",2.81763731970644e-37,-0.0301209621349297,0.138,0.144,8.96600371503786e-33
"SMIM13",2.87990127672738e-37,0.0026475156896002,0.114,0.101,9.16413385267419e-33
"RPUSD1",2.88084738687214e-37,-0.0345902760743691,0.145,0.15,9.16714446976585e-33
"AK6",2.89752887413094e-37,-0.0346112557857118,0.352,0.339,9.22022663037206e-33
"MARCH10",2.95154310780642e-37,-0.00969977775026627,0.004,0.011,9.3921053233508e-33
"SLC2A9",2.97042306590442e-37,-0.0186479056674173,0.015,0.025,9.45218323801446e-33
"AP003064.2",3.04071555263485e-37,-0.0157799859984592,0.008,0.015,9.67586096003936e-33
"FAM160A2",3.11296558996405e-37,-0.0287225767108965,0.042,0.055,9.90576780382459e-33
"TAFA5",3.12210024218518e-37,-0.00692895906583259,0.002,0.006,9.93483518065747e-33
"AP001042.1",3.24301609144308e-37,-0.015132761042148,0.012,0.022,1.0319601504581e-32
"SPA17",3.27134661937246e-37,-0.0302787715279017,0.067,0.075,1.04097520775051e-32
"OOEP-AS1",3.29302246059903e-37,-0.0132278287887449,0.009,0.018,1.04787267718722e-32
"PDE1C",3.30675544941028e-37,-0.00839756302421879,0.003,0.008,1.05224265155685e-32
"GCC2-AS1",3.32703591538957e-37,-0.017416395235455,0.01,0.018,1.05869609863611e-32
"RARS",3.34584205265812e-37,0.00209028676687351,0.387,0.359,1.06468039957634e-32
"AC106873.1",3.34865104986533e-37,-0.0159917299239677,0.006,0.014,1.06557425057765e-32
"AC093523.1",3.4173903036499e-37,-0.00726075524788432,0.002,0.007,1.08744776852443e-32
"DPCD",3.48177049870229e-37,-0.0285043045897374,0.041,0.055,1.10793419039206e-32
"GPR180",3.52917128490311e-37,0.0254475273501764,0.131,0.108,1.12301759456902e-32
"CEP70",3.67469999271166e-37,-0.0432096279880896,0.078,0.091,1.16932628468078e-32
"IRAK1BP1",3.77492796585084e-37,-0.0271501407926723,0.055,0.065,1.2012198280134e-32
"ZNF699",3.77999006369199e-37,-0.0285833317633338,0.049,0.061,1.20283063816743e-32
"HIGD1B",4.06200313481525e-37,-0.0207200461764611,0.013,0.022,1.29257001752956e-32
"TRIM73",4.19730724116734e-37,-0.0125997641793341,0.007,0.015,1.33562513721186e-32
"CSPP1",4.21732304562685e-37,-0.0472442716156995,0.163,0.171,1.34199436634892e-32
"PPP1R13L",4.29546519768908e-37,-0.0228111252458594,0.025,0.035,1.36685998055664e-32
"SEPSECS-AS1",4.29580001730585e-37,-0.0436578864624125,0.12,0.132,1.36696652350689e-32
"PCNX3",4.37437459479567e-37,-0.0328600377471025,0.148,0.157,1.39196973980993e-32
"AC245060.6",4.39182174149426e-37,-0.0113585618209488,0.004,0.01,1.39752159636089e-32
"PNOC",4.4110844388434e-37,-0.00625750230605976,0.001,0.006,1.40365117928436e-32
"ARHGAP6",4.42237226566394e-37,-0.0139853239713012,0.01,0.019,1.40724307865692e-32
"TM4SF19-AS1",4.62669584692193e-37,-0.0172518332488786,0.01,0.018,1.47226088544903e-32
"FBXO48",4.65453152326229e-37,-0.0068998886442572,0.081,0.075,1.48111847601729e-32
"POLI",4.71630061827329e-37,-0.0224911782238735,0.023,0.034,1.50077401974074e-32
"RASSF4",4.76392194072585e-37,-0.0116598066717893,0.003,0.009,1.51592760075837e-32
"RIMKLB",5.08602606123494e-37,-0.0140899949824062,0.007,0.015,1.61842435294557e-32
"DOCK6",5.21864257559622e-37,-0.0107858012010353,0.005,0.012,1.66062425398047e-32
"CENPV",5.3075664547875e-37,-0.0361092063582472,0.084,0.091,1.68892072157793e-32
"HS6ST3",5.31825621489652e-37,-0.00722259777961556,0.002,0.007,1.69232231014222e-32
"ZNF595",5.46015116700043e-37,-0.0188671907739831,0.013,0.023,1.73747470285121e-32
"ZEB1-AS1",5.60095729664119e-37,-0.0323047975765296,0.053,0.068,1.78228062136419e-32
"AC093673.1",5.67003349766315e-37,-0.0344399079274099,0.082,0.091,1.80426135929139e-32
"NUDT19",5.81496786631915e-37,-0.0319455998659577,0.12,0.128,1.85038092474142e-32
"UBP1",5.92950002914499e-37,-0.0218302668258903,0.211,0.205,1.88682620427423e-32
"ZNF526",6.08613362048135e-37,-0.0294189609512655,0.085,0.094,1.93666857937337e-32
"TICAM1",6.09990786132917e-37,-0.0481863688187379,0.2,0.206,1.94105168055355e-32
"HSD17B1",6.48683134392181e-37,-0.017875593085079,0.015,0.024,2.06417460194936e-32
"EFCAB6",6.50889185349381e-37,-0.0102298789119045,0.003,0.009,2.07119447670027e-32
"RRP12",6.69887953376132e-37,-0.0641021429482477,0.134,0.149,2.13165045643819e-32
"PEX1",7.01655346249183e-37,-0.0240441555246902,0.115,0.118,2.23273747729952e-32
"AC015914.1",7.05426819846985e-37,-0.00818859580748946,0.001,0.005,2.24473868343509e-32
"BACE2",7.10915943012229e-37,0.0283195344846707,0.021,0.011,2.26220562225921e-32
"NOL10",7.16769002798974e-37,-0.0640211156937612,0.252,0.266,2.28083064380662e-32
"NAP1L5",7.32712449098446e-37,-0.0197614499324912,0.047,0.051,2.33156428427616e-32
"AL513166.1",7.55700398416639e-37,-0.00967304591665206,0.004,0.011,2.40471423780159e-32
"AL031709.1",7.60442006313384e-37,-0.00853026864958521,0.003,0.008,2.41980250828982e-32
"RMI2",7.66776354669859e-37,-0.0270587978071666,0.214,0.207,2.43995903819496e-32
"EFCAB7",7.68921521362012e-37,-0.0276368834306389,0.042,0.055,2.44678517312606e-32
"CUX2",7.7585427778205e-37,-0.011802444115063,0.007,0.014,2.46884589733026e-32
"DNAJC18",7.9764972256188e-37,-0.0248011504933356,0.124,0.121,2.53820118216416e-32
"MYO3B",8.00363680875222e-37,-0.0135612772030097,0.01,0.02,2.54683726891304e-32
"LINC00499",8.06810279168655e-37,-0.00777062367586646,0.002,0.008,2.56735098934258e-32
"DENND11",8.18318412719743e-37,-0.0444447096392691,0.097,0.11,2.6039710211155e-32
"PHF21B",8.26112979646018e-37,-0.00830005491507581,0.002,0.007,2.62877411253159e-32
