"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"KMT5B",1.90922200838893e-199,-0.145586787842081,0.189,0.233,6.0753353528944e-195
"AL645568.1",1.9182425953043e-199,-0.1055851953599,0.095,0.151,6.1040397625178e-195
"MKLN1",2.03662253660004e-199,-0.197923295378475,0.281,0.344,6.48073657371497e-195
"TULP4",2.60485752429325e-199,-0.192896668468973,0.239,0.288,8.28891712805356e-195
"MORN3",2.85184519686843e-199,-0.0913221281891891,0.041,0.08,9.07485660095502e-195
"AFF4",3.04329092307498e-199,-0.158303668919534,0.27,0.301,9.68405604631689e-195
"COA4",3.15927098077687e-199,-0.160533156821509,0.566,0.543,1.00531161879301e-194
"TSIX",4.58184221815173e-199,-0.20021792707354,0.065,0.114,1.45798801223806e-194
"FAM117B",4.77876432593677e-199,-0.112304066574104,0.049,0.091,1.52065059615634e-194
"GGA2",5.13326310073771e-199,-0.158448897807799,0.29,0.324,1.63345565128575e-194
"SELENOW",5.22542548795939e-199,-0.119683425298845,0.761,0.712,1.66278264452356e-194
"MALAT1",6.90442863393938e-199,-0.535127124963842,0.583,0.667,2.19705823560585e-194
"RARG",7.24061494849676e-199,-0.161890427095411,0.178,0.229,2.30403608276115e-194
"MARCH3",7.73477553024974e-199,-0.082176186074148,0.033,0.07,2.46128292148077e-194
"SNHG29",8.15612258198088e-199,-0.0874869513484668,0.798,0.742,2.59535976681214e-194
"CKAP2L",8.34985905604003e-199,-0.0305032226042683,0.338,0.284,2.6570086502225e-194
"PDE7B",1.17326693421322e-198,-0.103834834185494,0.02,0.051,3.73345271135989e-194
"ATAD2B",1.41062606954737e-198,-0.139448379347738,0.117,0.171,4.4887532159067e-194
"MANF",1.66757844923711e-198,0.116223403874517,0.608,0.516,5.30640138331742e-194
"KIR3DL2",1.67517131304778e-198,0.0997109211181108,0.054,0.018,5.33056263524935e-194
"FNBP4",1.84658588847386e-198,-0.203799305401341,0.277,0.331,5.87602095571267e-194
"KIF7",2.0792621505713e-198,-0.0870679392727406,0.032,0.069,6.61642008933292e-194
"TRAPPC12",2.17210933117035e-198,-0.149081105065609,0.187,0.246,6.91186910271717e-194
"ZNF76",2.4265252725417e-198,-0.126631624654835,0.138,0.19,7.72144606975494e-194
"PEX26",2.50018648000488e-198,-0.143671397556796,0.251,0.287,7.95584339802353e-194
"DAP3",3.62179513354137e-198,-0.196343540750867,0.521,0.546,1.1524914294442e-193
"RNF25",3.97770914060638e-198,-0.12266921579453,0.132,0.179,1.26574682563236e-193
"H3F3C",4.89670367761227e-198,-0.0497478933034459,0.02,0.053,1.558180077253e-193
"FARP1",5.64845499972984e-198,-0.118230837802073,0.143,0.184,1.79739486546403e-193
"MLX",7.09433441487826e-198,-0.156842717244674,0.388,0.409,2.25748815415841e-193
"PLPP1",7.90749869548507e-198,-0.132652966383788,0.124,0.179,2.5162451598903e-193
"PIK3R1",9.43985540204308e-198,-0.139669565537731,0.424,0.42,3.00385638748413e-193
"TRAF3IP2-AS1",1.21051181541414e-197,-0.124286719772499,0.093,0.146,3.85196964782934e-193
"JOSD1",1.32176252502878e-197,-0.130993617741537,0.293,0.312,4.20598053089408e-193
"HCP5",1.38470959055706e-197,-0.147249758137554,0.284,0.321,4.40628438811162e-193
"POLR2K",1.43819172929777e-197,-0.0695252465904272,0.498,0.455,4.57646990179843e-193
"SLC66A2",1.71817767767108e-197,-0.119047540539237,0.188,0.222,5.46741318811714e-193
"SERGEF",2.0345284924997e-197,-0.136310211665797,0.167,0.217,6.47407311598331e-193
"PTOV1",2.79771898664216e-197,-0.132762649602012,0.215,0.253,8.90262158739401e-193
"USP3",2.89444676230354e-197,-0.185057576367144,0.42,0.457,9.2104190423261e-193
"NCOA2",3.14421849453845e-197,-0.218689188191994,0.271,0.325,1.00052176714708e-192
"BCR",3.417828158951e-197,-0.158298486689454,0.215,0.261,1.0875870984598e-192
"LDLRAD4",3.47127801027986e-197,-0.322137712848849,0.364,0.448,1.10459537565115e-192
"MAP2K5",4.53490917317321e-197,-0.131573085308429,0.12,0.178,1.44305344799545e-192
"RPL37A",5.46918957963746e-197,-0.13695773523366,0.985,0.962,1.74035081613644e-192
"PDCD6",5.98335594079925e-197,-0.157244066667646,0.605,0.606,1.90396369392173e-192
"ADCY7",6.75066995258053e-197,-0.156782369887548,0.227,0.275,2.14813068561065e-192
"FLYWCH1",7.15722883079394e-197,-0.150158609983052,0.171,0.214,2.27750178624694e-192
"VPS25",7.32222893540582e-197,-0.147552577873361,0.315,0.348,2.33000646953549e-192
"CHMP3",1.32808153123597e-196,-0.154205324327298,0.484,0.499,4.22608824054599e-192
"TMEM14B",1.340579433028e-196,-0.143053956194495,0.69,0.668,4.26585781383841e-192
"GID8",1.35421229963495e-196,-0.144874051127952,0.322,0.367,4.30923895866837e-192
"PPIH",1.51905192034091e-196,-0.106363773964481,0.477,0.452,4.8337751157168e-192
"AC004253.1",1.7275836918846e-196,-0.0621749490440572,0.023,0.057,5.49734406594597e-192
"ZNF511",2.43058889094445e-196,-0.139242962540766,0.438,0.428,7.73437690987433e-192
"COG8",2.75631406393738e-196,-0.176059477851433,0.391,0.416,8.77086698285512e-192
"EXOC3",3.49007704888624e-196,-0.158745952090937,0.25,0.304,1.11057741772609e-191
"PHKA2",4.1803815019835e-196,-0.136676239763235,0.124,0.165,1.33023919774617e-191
"C22orf39",4.19564625328791e-196,-0.142812862615342,0.374,0.39,1.33509659425874e-191
"R3HCC1L",4.35647359558899e-196,-0.16445996085461,0.203,0.246,1.38627346285237e-191
"FHOD1",5.31338141844653e-196,-0.135088740730701,0.2,0.232,1.69077110116387e-191
"LY6E",5.60945299633295e-196,-0.0749723150622563,0.729,0.67,1.78498403796311e-191
"PRDX3",5.96542388681438e-196,0.104370019940602,0.674,0.585,1.8982575350232e-191
"MAN2C1",7.2650957963687e-196,-0.0858537198729035,0.061,0.103,2.31182613336248e-191
"MPND",7.34610276117486e-196,-0.100081443894006,0.158,0.17,2.33760335963345e-191
"ICAM1",9.39863451472657e-196,-0.154392889718532,0.104,0.153,2.99073948893114e-191
"ELF1",9.84395592143839e-196,-0.135417550663375,0.663,0.636,3.13244521376091e-191
"AP002954.1",1.41444639558519e-195,-0.101550619639126,0.268,0.272,4.50090987539162e-191
"INTS4",1.48137118234543e-195,-0.14586511485747,0.18,0.23,4.71387123934141e-191
"INO80B",1.61083738036363e-195,-0.121147378438327,0.166,0.204,5.12584562805509e-191
"GFER",1.72232466313283e-195,-0.131845076220853,0.234,0.274,5.48060931055498e-191
"GNB1",1.74392410892457e-195,-0.196623243737375,0.755,0.738,5.54934090700887e-191
"SGSM3",1.81509397090213e-195,-0.105714768830823,0.108,0.159,5.77581052480767e-191
"ISY1",1.81700009765751e-195,-0.179761119199505,0.502,0.527,5.78187601075598e-191
"IGHG4",1.95069374355481e-195,-0.0559027854765689,0.022,0.054,6.20730256136575e-191
"CARD14",2.63583963825417e-195,-0.0814929193373096,0.026,0.061,8.38750531288859e-191
"IER3IP1",3.08240424396966e-195,-0.0547719475088422,0.526,0.476,9.80851854473586e-191
"USP3-AS1",3.76742561976921e-195,-0.132330455934789,0.118,0.17,1.19883250646676e-190
"CCR4",3.97228316331666e-195,-0.0915298114955962,0.254,0.23,1.264020225399e-190
"AC089983.1",4.09791991789452e-195,-0.0574712825574855,0.03,0.067,1.30399909707321e-190
"TMEM243",5.23401474750947e-195,-0.164441272185557,0.327,0.379,1.66551583280499e-190
"TVP23C",5.4779201180266e-195,-0.100630400699429,0.055,0.1,1.74312896075724e-190
"HIST1H4E",5.68529190342159e-195,-0.220695839664059,0.304,0.282,1.80911673658778e-190
"RFC4",6.93710635466451e-195,-0.0622596285856051,0.359,0.324,2.2074566131178e-190
"B3GAT3",7.60159209503811e-195,-0.147703327801096,0.281,0.326,2.41890262056208e-190
"DDX17",8.56954831419928e-195,-0.162133413137848,0.74,0.715,2.72691596906135e-190
"BNIP2",9.35194628488343e-195,-0.126615203001236,0.466,0.456,2.97588282731276e-190
"TUBGCP6",1.13670139239911e-194,-0.0873558254071971,0.065,0.111,3.61709750075321e-190
"HIPK1",1.18181065585059e-194,-0.153405086157442,0.324,0.355,3.76063968798218e-190
"CYHR1",1.37870086181154e-194,-0.115082784093649,0.15,0.192,4.38716401237051e-190
"CENPT",1.38076053230059e-194,-0.133354184480717,0.141,0.18,4.3937180898337e-190
"RBM10",1.43434399666685e-194,-0.147934563079318,0.372,0.383,4.56422603179359e-190
"PRC1-AS1",1.74043191372707e-194,-0.0909960805441672,0.054,0.095,5.53822839267092e-190
"SLFN5",2.06367617060689e-194,0.00386286439778827,0.747,0.673,6.56682394248818e-190
"FARSA",2.33066628005199e-194,-0.191012769406622,0.353,0.389,7.41641316975343e-190
"HELLS",2.60304352691365e-194,0.0719534416341838,0.52,0.433,8.28314480699192e-190
"FLOT2",4.20388080171901e-194,-0.174684164014064,0.488,0.51,1.337716909915e-189
"AC006547.3",4.63420602735153e-194,-0.101309448943079,0.076,0.113,1.47465069996353e-189
"HRAS",4.78141642029395e-194,0.030630267658707,0.321,0.255,1.52149451910174e-189
"OSBPL9",5.2488878749766e-194,-0.152803720603717,0.277,0.322,1.6702486106963e-189
"DHRS7B",5.35763767416108e-194,-0.140316474258731,0.134,0.181,1.7048538842948e-189
"ZMAT2",7.15118895346168e-194,-0.112716534209977,0.653,0.624,2.27557983688104e-189
"ITPR1",7.2428397457409e-194,-0.209071517387068,0.213,0.272,2.30474403549221e-189
"DDX46",9.25123843292864e-194,0.0461782395887258,0.725,0.644,2.94383658174222e-189
"IFNAR2",1.10897820157271e-193,-0.182498522483145,0.506,0.521,3.52887953522453e-189
"TAF1",1.1202760560722e-193,-0.13565192582669,0.182,0.223,3.56483043802733e-189
"NFAT5",1.15964526466195e-193,-0.232589189728668,0.225,0.281,3.69010719668078e-189
"DYRK2",1.38407642995418e-193,-0.116480232871035,0.192,0.22,4.40426960775718e-189
"BX255925.3",1.56017631060714e-193,-0.122426089551487,0.119,0.159,4.96463703798298e-189
"AC073167.1",1.67122343691268e-193,-0.0763299250770898,0.027,0.062,5.31800009859983e-189
"PABPC1L",2.07523673462956e-193,-0.0723985186609815,0.036,0.074,6.60361081326471e-189
"CCNY",2.07898600751616e-193,-0.181905243951463,0.302,0.344,6.61554137451717e-189
"ATP8B4",2.13974881799451e-193,-0.184619586260438,0.079,0.128,6.80889471374032e-189
"AC027682.4",2.16136253268587e-193,-0.0617875020591387,0.018,0.048,6.87767171525971e-189
"POLD3",2.343347181982e-193,0.118833302259945,0.371,0.285,7.45676506778492e-189
"GPR108",2.43040120001776e-193,-0.132286591419738,0.244,0.288,7.7337796585765e-189
"STK24",2.90478076080958e-193,-0.189724368153705,0.563,0.563,9.24330285897217e-189
"TMIGD2",3.01251803357214e-193,-0.268761460225799,0.17,0.202,9.5861336346299e-189
"PEBP1",3.02737598628675e-193,-0.0614638584034131,0.832,0.771,9.63341312596306e-189
"ZBTB17",3.81812524030783e-193,-0.103313915556504,0.095,0.142,1.21496563271836e-188
"AL135818.1",3.83418202743898e-193,-0.128029155042575,0.182,0.228,1.22007506295136e-188
"TMEM102",6.01553530901572e-193,-0.0988954087514784,0.108,0.154,1.91420349068189e-188
"RBM42",6.94146907134095e-193,-0.152166615238056,0.49,0.498,2.2088448731914e-188
"KDM4A",7.36595890176249e-193,-0.141558667258675,0.198,0.245,2.34392178212984e-188
"DUSP16",7.67878036651721e-193,-0.175318310760201,0.351,0.368,2.44346470042944e-188
"TOMM40",9.9170921689984e-193,-0.360350101944735,0.483,0.47,3.15571789909698e-188
"BORCS5",1.06903484179731e-192,-0.142954629476274,0.237,0.28,3.40177577008324e-188
"LATS1",1.20654861322388e-192,-0.153325554503719,0.141,0.203,3.8393583421397e-188
"GPR68",1.29501323743826e-192,-0.202000591803405,0.349,0.393,4.12086162285228e-188
"SZT2",1.35409268147765e-192,-0.121319107135635,0.115,0.165,4.30885832173004e-188
"TIMM17B",1.52887640262748e-192,-0.142676110824401,0.479,0.478,4.86503760080091e-188
"HDLBP",1.89341934742137e-192,-0.217086288294166,0.546,0.567,6.02504970542956e-188
"KLF12",2.06195692401638e-192,-0.233599550594504,0.216,0.283,6.56135312791251e-188
"PIGL",2.09515285252257e-192,-0.138324523637482,0.112,0.167,6.66698589201206e-188
"ARHGAP15",2.2481491215505e-192,-0.426039769452856,0.663,0.712,7.15383531968583e-188
"RAB27A",2.71149330309364e-192,-0.178823720554924,0.586,0.588,8.62824283977426e-188
"AHSA1",3.15010753477208e-192,-0.208348545156459,0.617,0.598,1.00239571863982e-187
"CNPPD1",3.53097187593817e-192,-0.143691955280675,0.336,0.37,1.12359056064229e-187
"CEP85L",3.94881332074406e-192,-0.208562341473249,0.27,0.321,1.25655188679397e-187
"PRMT9",4.15266734686849e-192,-0.0915056174447971,0.066,0.106,1.32142027644702e-187
"SNRPD3",5.43201481132366e-192,-0.107867878605958,0.788,0.738,1.7285214331113e-187
"GALNT11",8.10776625877388e-192,-0.14762365627761,0.214,0.267,2.57997230120444e-187
"UBR7",8.63966973468724e-192,-0.117752124124138,0.301,0.303,2.74922930627483e-187
"UBE2B",9.0736728606199e-192,-0.0967685157356091,0.676,0.64,2.88733344097786e-187
"SRSF6",1.11507078049313e-191,-0.173685034223126,0.325,0.358,3.5482667306072e-187
"AC009505.1",1.74453082380957e-191,-0.0920707771410688,0.035,0.074,5.55127153444444e-187
"NF2",1.8354917102605e-191,-0.152466642947185,0.33,0.351,5.84071817121993e-187
"AC093512.2",1.84977090795615e-191,-0.136741237211062,0.91,0.87,5.88615600620726e-187
"AKAP10",1.87912072869674e-191,-0.155800898155538,0.139,0.195,5.97955007078589e-187
"UFM1",2.00396927313946e-191,-0.111527921102734,0.443,0.428,6.37683062405706e-187
"AC005842.1",2.40414078148016e-191,-0.17770716009526,0.099,0.135,7.65021638074803e-187
"SAMD9",2.49982735609193e-191,0.109588214947569,0.376,0.289,7.95470062982012e-187
"SAP30L-AS1",2.68971823928979e-191,-0.0975140282968526,0.059,0.104,8.55895240924404e-187
"DIP2A",3.21049454199072e-191,-0.168121384809262,0.237,0.288,1.02161146820687e-186
"ARPC2",3.21793235834749e-191,-0.11336022978355,0.972,0.945,1.02397825574975e-186
"GEMIN7-AS1",3.32542678798776e-191,-0.0787732290081834,0.036,0.074,1.05818405820559e-186
"ABI3",3.47177808931952e-191,-0.173860426956089,0.488,0.476,1.10475450580236e-186
"PPP2CA",3.73938743621336e-191,-0.136078282274378,0.65,0.626,1.18991047607745e-186
"SLC20A2",3.81829643625992e-191,-0.168598194523447,0.176,0.235,1.21502010898227e-186
"PARP1",3.90940113279678e-191,0.0895511723629157,0.809,0.732,1.24401053446726e-186
"ZDHHC5",4.20956224460267e-191,-0.168033903481864,0.376,0.401,1.33952480185501e-186
"FBXO5",5.17391178033369e-191,0.0897180407137916,0.369,0.289,1.64639046761998e-186
"ECHDC1",5.61261749110091e-191,-0.138334520676799,0.42,0.424,1.78599101184322e-186
"KDM5C",5.87422920848564e-191,-0.157521169951637,0.387,0.405,1.86923847643222e-186
"CKMT2-AS1",6.35616854435468e-191,-0.093810214031145,0.065,0.112,2.0225963924991e-186
"TMEM179B",6.94337742694874e-191,-0.143634641206531,0.462,0.478,2.20945213102936e-186
"UBE2H",6.97318937895434e-191,-0.133510242416524,0.336,0.351,2.21893859227706e-186
"WASHC2A",7.14020553873459e-191,-0.129496317292102,0.221,0.263,2.27208480448073e-186
"STAG2",8.73275620511551e-191,-0.155394492388707,0.635,0.616,2.77885035202981e-186
"ZNF688",9.71108595345553e-191,-0.11548643003163,0.245,0.274,3.09016466124908e-186
"AC011476.3",1.00868052578004e-190,-0.0827743858112547,0.035,0.072,3.20972230108466e-186
"LASP1",1.03438294163273e-190,-0.162413600853021,0.573,0.579,3.29150995856953e-186
"VPS4B",1.11265513578061e-190,-0.00253010625605854,0.606,0.536,3.54057990756748e-186
"CAAP1",1.31227212152133e-190,-0.131730415777854,0.211,0.245,4.17578111789304e-186
"MBD5",1.5054532760679e-190,-0.168835034480404,0.157,0.22,4.79050286977566e-186
"IPO9",1.69050575742827e-190,-0.157495856364673,0.304,0.335,5.37935837071251e-186
"AC013652.1",1.76764645540089e-190,-0.186584307723108,0.06,0.106,5.62482778573117e-186
"CARMIL2",1.79527288778028e-190,-0.125209441826464,0.166,0.206,5.71273785620562e-186
"INPPL1",2.00709799784461e-190,-0.128893170655823,0.186,0.233,6.38678653894133e-186
"RAB11B",2.16113139023799e-190,-0.165665141056452,0.479,0.507,6.87693619687631e-186
"HIST1H2AC",2.39666982076095e-190,-0.144360419457787,0.178,0.202,7.62644303664343e-186
"SATB1",2.94627869525452e-190,-0.177440355969135,0.314,0.367,9.3753534361694e-186
"STARD3",3.52441817931449e-190,-0.156267595888252,0.245,0.301,1.12150510883966e-185
"GGH",3.83207854845964e-190,0.00409843065900584,0.301,0.249,1.21940571490534e-185
"AC116337.3",5.39388126115357e-190,-0.0601424206914762,0.036,0.076,1.71638695611168e-185
"HBP1",5.75935101988485e-190,-0.129762166209319,0.162,0.216,1.83268308803756e-185
"SLC16A1-AS1",5.79104148106086e-190,-0.147142310159809,0.099,0.154,1.84276730968838e-185
"DIRC3",6.00323846288592e-190,-0.0826434810446807,0.016,0.045,1.91029051127493e-185
"UFD1",6.95953369706258e-190,-0.106556730456026,0.574,0.54,2.21459321774228e-185
"FLT3LG",8.08372325707e-190,-0.270501964079296,0.707,0.708,2.57232157763225e-185
"LMF2",9.48590948240627e-190,-0.133831784782326,0.305,0.329,3.0185112563965e-185
"GCOM1",9.75276765459398e-190,-0.0992960704730404,0.09,0.133,3.10342819536835e-185
"NEK9",1.00999620129432e-189,-0.122838808739224,0.178,0.22,3.21390891213866e-185
"RUNX2",1.10939724129397e-189,-0.182269995410311,0.244,0.272,3.53021296152153e-185
"MTFR1",1.19710275167558e-189,-0.113021781146906,0.102,0.153,3.80930066610686e-185
"POLQ",1.35281661458662e-189,-0.159883549595425,0.166,0.192,4.30479774927609e-185
"SLC6A6",1.35282698151893e-189,-0.141273555517762,0.318,0.339,4.30483073789138e-185
"RAB40C",1.86394879270285e-189,-0.103926436568943,0.079,0.125,5.93127145325975e-185
"PIBF1",1.96069441008283e-189,-0.162888197492284,0.141,0.206,6.23912568232456e-185
"RBM27",2.0119563176377e-189,0.0107858910870557,0.539,0.464,6.40224619835492e-185
"CFL1",2.26078654416176e-189,-0.126275910201826,0.988,0.968,7.19404886217714e-185
"SLC1A1",2.32049967107398e-189,-0.0501599264191452,0.036,0.048,7.38406200332452e-185
"CEP350",2.44736819507513e-189,-0.0262688628055766,0.451,0.393,7.78777033354858e-185
"C7orf50",3.37094928546607e-189,-0.160753834388564,0.376,0.387,1.07266977212816e-184
"PSMA1",3.38462324268903e-189,-0.116497404068236,0.778,0.736,1.07702096205608e-184
"RAD23A",3.64597023414872e-189,-0.193707044472015,0.647,0.633,1.16018418820846e-184
"DEXI",3.73749434610238e-189,-0.120256185372624,0.155,0.2,1.18930807587324e-184
"EIF4H",5.71989172932402e-189,-0.182470110738467,0.638,0.626,1.82012674718819e-184
"NSF",7.78386372258636e-189,-0.131185349917129,0.206,0.251,2.47690327516421e-184
"ARHGAP26",7.88507369319576e-189,-0.177078835891775,0.152,0.205,2.50910929991182e-184
"EDEM2",8.16170470090658e-189,-0.132829362382268,0.231,0.282,2.59713605287548e-184
"RECQL",8.95343643629197e-189,-0.058593129855643,0.653,0.598,2.84907300839247e-184
"ACTN1",9.78145020158439e-189,-0.222329922024549,0.206,0.231,3.11255526864617e-184
"AC008764.2",1.06195341359499e-188,-0.0821862412703257,0.041,0.078,3.37924195740062e-184
"TPX2",1.282250392018e-188,0.0332952286577066,0.551,0.47,4.08024897244048e-184
"APMAP",1.40172580797847e-188,-0.137144598618524,0.321,0.34,4.46043169356828e-184
"ZNF431",1.55223338309312e-188,-0.120788798926341,0.119,0.166,4.93936184834063e-184
"YDJC",1.62007273229241e-188,-0.15955799607847,0.264,0.306,5.15523344142766e-184
"SLC25A28",1.68554361981171e-188,-0.112541288728405,0.14,0.165,5.36356835260283e-184
"RAB10",1.81497896993106e-188,-0.190141423120622,0.569,0.584,5.77544458021762e-184
"BABAM1",2.19186754388162e-188,-0.143418622806118,0.573,0.568,6.9747417113857e-184
"PRC1",2.5096819528737e-188,-0.034151858703158,0.432,0.369,7.9860589422394e-184
"DALRD3",3.16393999741336e-188,-0.123534022202679,0.196,0.245,1.00679734657691e-183
"FOXK1",3.46179003811446e-188,-0.147905031073859,0.229,0.274,1.1015762080284e-183
"AC006547.1",4.19950213511838e-188,-0.0790037456478143,0.049,0.086,1.33632357441602e-183
"SRP9",5.06265735084144e-188,-0.109181034634374,0.662,0.623,1.61098819561125e-183
"SH2D2A",5.40581505797717e-188,-0.165317610770575,0.475,0.478,1.72018440959892e-183
"NIT2",5.88579295888725e-188,-0.143618947355313,0.382,0.388,1.87291817744751e-183
"CAND1",5.94855974001371e-188,-0.146995142258522,0.425,0.434,1.89289119486976e-183
"AC015795.1",7.09818560204488e-188,-0.0763044604463962,0.044,0.085,2.2587136404267e-183
"ABCD4",7.24548644114449e-188,-0.10665418152105,0.112,0.163,2.30558624043659e-183
"DMAC2L",8.10385023460951e-188,-0.13667737916714,0.233,0.274,2.57872618315509e-183
"RAMAC",8.27324358097818e-188,-0.104889145793262,0.124,0.17,2.63262883990307e-183
"THAP3",9.61611698357674e-188,-0.128544407252882,0.169,0.207,3.05994458534395e-183
"PIK3C2A",1.21074735173442e-187,-0.12248082514697,0.126,0.175,3.85271914795411e-183
"ATXN7L1",1.25547929953701e-187,-0.202507141898323,0.207,0.267,3.99506067905671e-183
"KXD1",1.30906371057244e-187,-0.156072133853113,0.582,0.562,4.16557163341257e-183
"OSBPL7",1.49183923084597e-187,-0.111854389022255,0.109,0.145,4.74718161647495e-183
"WDR37",1.56914457305981e-187,-0.141203262685705,0.151,0.2,4.99317494593363e-183
"EIF2A",2.05052909880211e-187,-0.16084265489996,0.482,0.497,6.52498864529819e-183
"AC025171.1",2.07976795274307e-187,-0.1139959918382,0.1,0.149,6.61802960242371e-183
"NDC80",2.16169401244688e-187,0.0309831983970257,0.444,0.369,6.87872651700721e-183
"MCM2",2.41141006753468e-187,-0.102837038222986,0.406,0.374,7.67334797590212e-183
"AC026462.4",2.71754483584638e-187,-0.0580282320577354,0.032,0.067,8.64749942214676e-183
"AC004847.1",2.86958985690876e-187,-0.0232976567775909,0.356,0.305,9.13132188366937e-183
"ZCRB1",3.26961495084436e-187,0.0287447683758904,0.674,0.596,1.04042417350819e-182
"CD99L2",3.30988766322438e-187,-0.12293006489338,0.236,0.247,1.05323935331463e-182
"AC007216.4",3.41241436056909e-187,-0.123392177439314,0.122,0.169,1.08586437367669e-182
"PPP1R35",3.67725647081283e-187,-0.0262965514762058,0.391,0.34,1.17013978157735e-182
"PDCD7",3.7594676800288e-187,-0.0248846100456436,0.388,0.337,1.19630021046196e-182
"CENPU",3.78448010282681e-187,-0.019521267171252,0.358,0.303,1.20425941352052e-182
"HSPB1",3.78984671437409e-187,-0.260193732152283,0.467,0.483,1.20596712298098e-182
"STAT2",4.02810280587461e-187,-0.126573452759196,0.165,0.215,1.28178259385736e-182
"SNHG7",4.12846695469231e-187,-0.169750364229692,0.313,0.356,1.31371946965264e-182
"NSD3",5.12203724936869e-187,-0.124103023171002,0.623,0.592,1.62988347312161e-182
"THOP1",5.57117513141111e-187,-0.136119264181355,0.221,0.25,1.77280363856633e-182
"SCMH1",6.13978399674806e-187,-0.149006585806789,0.109,0.163,1.9537406656052e-182
"AC018521.5",7.6942801839263e-187,-0.109658280556951,0.087,0.12,2.44839689732719e-182
"SARM1",8.63935058453723e-187,-0.129099900051333,0.124,0.163,2.74912774950559e-182
"MAPK1",1.24194374200645e-186,-0.0669213586088468,0.537,0.489,3.95198918143872e-182
"TCEA2",1.39105116069754e-186,-0.1180762475957,0.146,0.186,4.42646389845563e-182
"CUL4A",1.47280070339945e-186,-0.156954105088762,0.346,0.371,4.6865991182874e-182
"C8orf82",1.51905856591784e-186,-0.103257658547683,0.101,0.129,4.83379626260717e-182
"TIMM13",1.62512588979577e-186,-0.201455555392489,0.581,0.566,5.17131309391912e-182
"FERMT3",1.6876240871229e-186,-0.146877870884817,0.612,0.609,5.37018860763378e-182
"PHACTR2",1.80437938810705e-186,-0.184976136541043,0.398,0.391,5.74171565089544e-182
"MSC",1.94333578901975e-186,0.0362964754062579,0.263,0.201,6.18388881423974e-182
"NUF2",2.00446804665853e-186,-0.0225031611078603,0.353,0.299,6.37841777127212e-182
"TTC17",2.08065619900319e-186,-0.176694818573316,0.206,0.264,6.62085609084804e-182
"LRRC23",2.21941000671601e-186,-0.143792410975616,0.255,0.274,7.06238458237101e-182
"LAMTOR5",2.3730271156232e-186,-0.0109500673109761,0.731,0.663,7.55120958462457e-182
"HIC1",3.00851244739407e-186,-0.23530760628691,0.197,0.245,9.57338745885267e-182
"TMEM94",3.12758678163839e-186,-0.12955239541519,0.19,0.233,9.95229389785153e-182
"CPEB3",3.43794613540114e-186,-0.100257636150026,0.056,0.102,1.093988839746e-181
"KDELR2",4.10395832983333e-186,0.0268504531035698,0.492,0.418,1.30592058013626e-181
"WDR48",4.22819823383522e-186,-0.132479967259704,0.249,0.279,1.34545495998871e-181
"LCMT1",4.36569706989463e-186,-0.146567221793387,0.318,0.367,1.38920846461117e-181
"FABP5",4.67441972906444e-186,0.220687088440859,0.653,0.565,1.48744710198559e-181
"C9orf78",4.99039280101677e-186,-0.160833471481372,0.742,0.716,1.58799289321155e-181
"DIS3L2",5.9072731411772e-186,-0.154809525837861,0.151,0.208,1.879753386254e-181
"ARPP19",6.08051597274565e-186,-0.0899335426378089,0.606,0.565,1.93488098768739e-181
"SYTL3",6.77834477362492e-186,-0.199615812305958,0.341,0.38,2.15693709041518e-181
"CISD3",7.68279124467422e-186,-0.107000860100342,0.571,0.53,2.44474100196778e-181
"RASSF7",7.89185487528133e-186,-0.124262489183846,0.172,0.209,2.51126713986327e-181
"MGAT5",8.00479689297031e-186,-0.247077069471906,0.291,0.339,2.54720641931208e-181
"UBASH3B",8.47608764791563e-186,-0.192624550170672,0.198,0.242,2.69717585044323e-181
"AP001885.3",9.09397674578677e-186,-0.07786852664114,0.054,0.097,2.89379434027681e-181
"DERL1",9.23723922764722e-186,-0.100406586022932,0.398,0.389,2.93938189462962e-181
"PHLDB3",9.83274698585952e-186,-0.0788852932829183,0.041,0.081,3.12887841837036e-181
"SMARCA4",1.14422791090113e-185,-0.138724932766116,0.584,0.552,3.6410476352785e-181
"ZC3H18",1.19186636787079e-185,-0.159014399134303,0.439,0.438,3.79263796920166e-181
"E2F2",1.26600831617532e-185,-0.100979193989516,0.33,0.299,4.02856506290149e-181
"NDUFAF8",1.2767598717069e-185,-0.139042341551511,0.669,0.619,4.06277758775853e-181
"DGKD",1.37309660798983e-185,-0.141938169015435,0.19,0.232,4.36933071628443e-181
"PBX3",1.38824105753695e-185,-0.124558663434052,0.082,0.13,4.41752186918832e-181
"RABIF",1.50822503708962e-185,-0.132831383762466,0.351,0.363,4.79932289052289e-181
"MBTD1",2.37228468507657e-185,-0.117363878267341,0.08,0.132,7.54884709638214e-181
"CNPY2",2.44078978769623e-185,-0.148908187915413,0.592,0.568,7.76683718342816e-181
"SPDL1",2.64759135491424e-185,-0.035200187326014,0.296,0.252,8.4249004504726e-181
"SEC61A1",2.66963123361613e-185,-0.171818906354123,0.558,0.559,8.49503354848988e-181
"VPS26C",2.83517088417903e-185,-0.140681192898645,0.296,0.337,9.02179727054608e-181
"NACC1",3.01677199937289e-185,-0.148766810144,0.254,0.292,9.59967017920446e-181
